DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",5p13.1,5,40437846,intergenic,NA - TTC33,,ENSG00000113638,,,74487,rs9292777-?,rs9292777,0,9292777,regulatory_region_variant,1,0.4,3.00E-18,17.52287875,,1.34,[1.20-1.50],Affymetrix [see WTCCC],N
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",5q33.3,5,159395637,IL12B,IL12B - LINC01845,ENSG00000113302,ENSG00000253298,,65150,52919,rs6887695-?,rs6887695,0,6887695,intron_variant,1,0.32,9.00E-06,5.045757491,,1.26,[1.12-1.41],Affymetrix [see WTCCC],N
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",5q33.1,5,150843825,IRGM,SMIM3 - IRGM,ENSG00000256235,ENSG00000237693,,47091,2698,rs13361189-?,rs13361189,0,13361189,intergenic_variant,1,0.08,2.00E-10,9.698970004,,1.38,[1.15-1.66],Affymetrix [see WTCCC],N
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",1q24.3,1,172929237,intergenic,AIMP1P2 - NA,ENSG00000227177,,,42979,,rs12035082-?,rs12035082,0,12035082,intron_variant,1,0.4,2.00E-07,6.698970004,,1.14,[1.02-1.27],Affymetrix [see WTCCC],N
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",21q22.2,21,38919816,intergenic,RPSAP64 - LINC01700,ENSG00000227721,ENSG00000232837,,24564,54613,rs2836754-?,rs2836754,0,2836754,intron_variant,1,0.35,5.00E-07,6.301029996,,1.15,[1.03-1.28],Affymetrix [see WTCCC],N
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",1q31.2,1,191590226,intergenic,,,,,,,rs10801047-?,rs10801047,0,10801047,intergenic_variant,1,0.08,3.00E-08,7.522878745,,1.47,[1.22-1.76],Affymetrix [see WTCCC],N
6/16/08,17554261,Parkes M,6/6/07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/17554261,Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.,Crohn's disease,"1,748 cases, 2,938 controls","1,182 European ancestry cases, 2,024 European ancestry controls",3p21.31,3,49664550,MST1,BSN,,,ENSG00000164061,,,rs9858542-?,rs9858542,0,9858542,synonymous_variant,0,0.29,5.00E-08,7.301029996,,1.17,[1.14-1.31],Affymetrix [see WTCCC],N
6/16/08,17447842,Libioulle C,3/5/07,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/17447842,Novel Crohn disease locus identified by genome-wide association maps to a gene desert on 5p13.1 and modulates expression of PTGER4.,Crohn's disease,"547 European ancestry cases, 928 European ancestry controls","1,266 European ancestry cases, 559 European ancestry controls, Up to 428 European ancestry trios",1p31.3,1,67240275,IL23R,IL23R,,,ENSG00000162594,,,rs11209026-?,rs11209026,0,11209026,missense_variant,0,0.92,2.00E-18,17.69897,,2.92,[NR],Illumina [302451],N
6/16/08,17447842,Libioulle C,3/5/07,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/17447842,Novel Crohn disease locus identified by genome-wide association maps to a gene desert on 5p13.1 and modulates expression of PTGER4.,Crohn's disease,"547 European ancestry cases, 928 European ancestry controls","1,266 European ancestry cases, 559 European ancestry controls, Up to 428 European ancestry trios",5p13.1,5,40431081,intergenic,NA - TTC33,,ENSG00000113638,,,81252,rs1373692-?,rs1373692,0,1373692,non_coding_transcript_exon_variant,1,0.59,2.00E-12,11.69897,,1.46,[NR],Illumina [302451],N
6/16/08,17447842,Libioulle C,3/5/07,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/17447842,Novel Crohn disease locus identified by genome-wide association maps to a gene desert on 5p13.1 and modulates expression of PTGER4.,Crohn's disease,"547 European ancestry cases, 928 European ancestry controls","1,266 European ancestry cases, 559 European ancestry controls, Up to 428 European ancestry trios",16q12.1,16,50722863,CARD15,NOD2,,,ENSG00000167207,,,rs5743289-?,rs5743289,0,5743289,intron_variant,0,NR,1.00E-06,6,,,,Illumina [302451],N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",1p31.3,1,67240275,"IL12RB2, C1orf141, SERBP1, SLC35D1, IL23R",IL23R,,,ENSG00000162594,,,rs11209026-G,rs11209026,0,11209026,missense_variant,0,0.921,1.00E-18,18,,2.2,[2.10-2.35],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",2q37.1,2,233274722,"SAG, DGKD, INPP5D, USP40, ATG16L1","ATG16L1, ATG16L1",,,"ENSG00000085978, ENSG00000281089",,,rs2241880-G,rs2241880,0,2241880,missense_variant,0,0.601,1.00E-12,12,,1.32,[1.24-1.41],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",2p15,2,62486398,"TMEM17, EHBP1, CPAMD8, AK3",NA - RN7SL18P,,ENSG00000241625,,,4780,rs6545946-C,rs6545946,0,6545946,regulatory_region_variant,1,0.77,7.00E-09,8.15490196,,1.16,[1.06-1.27],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",5p13.1,5,40437846,PTGER4,NA - TTC33,,ENSG00000113638,,,74487,rs9292777-T,rs9292777,0,9292777,regulatory_region_variant,1,0.597,2.00E-11,10.69897,,1.37,[1.28-1.48],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",5q21.1,5,102611094,SLCO6A1,"LINC00491, LINC00492",,,"ENSG00000250682, ENSG00000250958",,,rs7705924-G,rs7705924,0,7705924,intron_variant,0,0.066,2.00E-08,7.698970004,,1.48,[1.17-1.87],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",6p22.1,6,29755384,"UBD, HLA-A, HLA-G, HLA-F, MOG, GABBR1, HLA-H",IFITM4P - HLA-V,ENSG00000233298,ENSG00000223606,,4236,35570,rs9258260-T,rs9258260,0,9258260,intron_variant,1,0.104,2.00E-10,9.698970004,,1.45,[1.21-1.68],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",8q21.11,8,73095112,"C8orf84, TERF1, RPL7, RDH10, KCNB2",SBSPON,,,ENSG00000164764,,,rs12677663-T,rs12677663,0,12677663,intron_variant,0,0.659,2.00E-08,7.698970004,,1.15,[1.04-1.28],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",10q26.3,10,131373856,TCERG1L,TCERG1L - NA,ENSG00000176769,,,62135,,rs10734105-G,rs10734105,0,10734105,intergenic_variant,1,0.375,3.00E-08,7.522878745,,1.27,[1.10-1.43],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",10q21.2,10,62655424,"ADO, ZNF365, ERG2",NA - ALDH7A1P4,,ENSG00000234489,,,85784,rs7076156-G,rs7076156,0,7076156,non_coding_transcript_exon_variant,1,0.751,7.00E-09,8.15490196,,1.19,[1.10-1.30],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",10q24.2,10,99532633,"SLC25A28, GOT1, ENTPD7, CNNM1, COX15, CUTC, NKX2-3",LINC01475 - NKX2-3,ENSG00000257582,ENSG00000119919,,1456,309,rs11190141-C,rs11190141,0,11190141,intergenic_variant,1,0.739,5.00E-07,6.301029996,,1.34,[1.25-1.43],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",11q12.1,11,57435536,"SLC43A3, PRG2, PRG3",SLC43A3 - RNA5SP341,ENSG00000134802,ENSG00000252070,,7956,14647,rs11229030-C,rs11229030,0,11229030,regulatory_region_variant,1,0.305,8.00E-09,8.096910013,,1.15,[1.10-1.39],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",16q12.1,16,50722970,"NOD2, SNX20, NKD1, CYLD",NOD2,,,ENSG00000167207,,,rs2076756-G,rs2076756,0,2076756,intron_variant,0,0.246,1.00E-37,37,,1.66,[1.48-1.88],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",16q22.1,16,67937477,PSMB10,PSMB10 - LCAT,ENSG00000205220,ENSG00000213398,,613,2273,rs11574514-A,rs11574514,0,11574514,regulatory_region_variant,1,0.045,2.00E-07,6.698970004,,1.44,[1.35-1.52],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",17q12,17,34266955,"CCL2, CCL11, CCL8, CCL13, CCL7, CCL1",CCL2 - CCL7,ENSG00000108691,ENSG00000108688,,9752,3266,rs3091316-G,rs3091316,0,3091316,regulatory_region_variant,1,0.732,4.00E-08,7.397940009,,1.14,[1.03-1.27],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",2p16.1,2,60959694,"PUS10, PEX13, REL, KIAA1841, C2orf74, PAPOLG, USP34",PUS10,,,ENSG00000162927,,,rs13003464-G,rs13003464,0,13003464,intron_variant,0,0.487,5.00E-09,8.301029996,,1.05,[1.00-1.40],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",5q31.1,5,132067045,"IL3, ACSL6, P4HA2, PDLIM4, SLC22A4",IL3 - CSF2,ENSG00000164399,ENSG00000164400,,3841,6744,rs3091338-T,rs3091338,0,3091338,intergenic_variant,1,0.328,4.00E-08,7.397940009,,1.23,[1.08-1.42],"Affymetrix, Illumina [1060934] (imputed)",N
4/3/12,22412388,Kenny EE,3/8/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22412388,A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.,Crohn's disease,"737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls","971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls",8q24.13,8,126080638,intergenic,LINC00861,,,ENSG00000245164,,,rs1906493-A,rs1906493,0,1906493,intron_variant,0,0.432,3.00E-06,5.522878745,,1.19,[1.09-1.28],"Affymetrix, Illumina [1060934] (imputed)",N
9/20/19,26278503,Huang C,11/1/15,Gastroenterology,www.ncbi.nlm.nih.gov/pubmed/26278503,Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.,Crohn's disease,"1,088 African American cases, 1,797 African American controls",NA,5p13.1,5,40497502,PTGER4,NA - TTC33,,ENSG00000113638,,,14831,rs4286721-G,rs4286721,0,4286721,intron_variant,1,NR,3.00E-06,5.522878745,,1.3368983,[1.18-1.51],Illumina [130241],N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",6q25.3,6,159069404,TAGAP,TAGAP-AS1,,,ENSG00000271913,,,rs212388-C,rs212388,0,212388,intron_variant,0,0.41,3.00E-14,13.52287875,,1.105,[1.069-1.141],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",19p13.3,19,1124032,"GPX4, HMHA1",SBNO2,,,ENSG00000064932,,,rs2024092-A,rs2024092,0,2024092,intron_variant,0,0.215,8.00E-22,21.09691001,,1.156,[1.112-1.201],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",2p15,2,62324337,intergenic,RN7SL51P - NA,ENSG00000239958,,,61666,,rs10865331-A,rs10865331,0,10865331,intergenic_variant,1,0.396,1.00E-09,9,,1.098,[1.062-1.134],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",19q13.33,19,48702915,"FUT2, SPHK2, IZUMO1, DBP",FUT2,,,ENSG00000176920,,,rs516246-T,rs516246,0,516246,intron_variant,0,0.483,1.00E-15,15,,1.107,[1.071-1.143],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",21q22.11,21,33404389,"IFNGR2, IFNAR1, IFNAR2, IL10RB, GART, TMEM50B",IFNGR2,,,ENSG00000159128,,,rs2284553-G,rs2284553,0,2284553,intron_variant,0,0.599,2.00E-16,15.69897,,1.123,[1.086-1.162],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",6p21.33,6,31306603,"PSORS1C1, NFKBIL1, HLA-C, MICB",LINC02571 - HLA-B,ENSG00000256166,ENSG00000206450,,4961,47269,rs9264942-C,rs9264942,0,9264942,intron_variant,1,0.378,5.00E-28,27.30103,,1.145,[1.107-1.184],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",2q37.1,2,230232414,SP140,SP140,,,ENSG00000079263,,,rs6716753-C,rs6716753,0,6716753,intron_variant,0,0.196,1.00E-16,16,,1.134,[1.089-1.18],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",2q37.1,2,233264857,"INPP5D, ATG16L1","ATG16L1, ATG16L1",,,"ENSG00000085978, ENSG00000281089",,,rs12994997-A,rs12994997,0,12994997,intron_variant,0,0.523,4.00E-70,69.39794001,,1.233,[1.193-1.274],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",4p11,4,48361966,"TXK, TEC, SLC10A4",SLAIN2,,,ENSG00000109171,,,rs6837335-G,rs6837335,0,6837335,intron_variant,0,0.647,2.00E-08,7.698970004,,1.086,[1.049-1.123],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",7p15.2,7,26852821,intergenic,SKAP2,,,ENSG00000005020,,,rs10486483-A,rs10486483,0,10486483,intron_variant,0,0.247,3.00E-08,7.522878745,,1.089,[1.048-1.13],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",1p13.2,1,113761186,"DCLRE1B, PTPN22",PHTF1 - RSBN1,ENSG00000116793,ENSG00000081019,,1697,646,rs6679677-C,rs6679677,0,6679677,upstream_gene_variant,1,0.907,2.00E-15,14.69897,,1.196,[1.129-1.268],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",1p12,1,119908567,ADAM30,ADAM30 - NOTCH2,ENSG00000134249,ENSG00000134250,,12052,2986,rs3897478-T,rs3897478,0,3897478,intergenic_variant,1,0.891,2.00E-11,10.69897,,1.161,[1.101-1.224],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",1q24.3,1,172893094,"TNFSF18, FASLG",AIMP1P2 - NA,ENSG00000227177,,,6836,,rs9286879-G,rs9286879,0,9286879,intron_variant,1,0.249,6.00E-22,21.22184875,,1.125,[1.083-1.167],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",7p15.1,7,28140937,"JAZF1, CREB5",JAZF1,,,ENSG00000153814,,,rs864745-T,rs864745,0,864745,intron_variant,0,0.497,4.00E-09,8.397940009,,1.087,[1.052-1.123],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",8q21.3,8,89863690,RIPK2,COX6B1P6 - RNU6-925P,ENSG00000253349,ENSG00000207359,,39888,37031,rs7015630-T,rs7015630,0,7015630,intergenic_variant,1,0.739,1.00E-08,8,,1.075,[1.035-1.116],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",8q24.21,8,128554935,intergenic,LINC00824,,,ENSG00000254275,,,rs6651252-T,rs6651252,0,6651252,intron_variant,0,0.865,1.00E-16,16,,1.185,[1.128-1.246],"Affymetrix, Illumina [1230000] (imputed)",N
2/12/13,23128233,Jostins L,11/1/12,Nature,www.ncbi.nlm.nih.gov/pubmed/23128233,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Crohn's disease,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls",13q14.11,13,43883789,LACC1,LACC1,,,ENSG00000179630,,,rs3764147-G,rs3764147,0,3764147,missense_variant,0,0.248,2.00E-21,20.69897,,1.155,[1.112-1.199],"Affymetrix, Illumina [1230000] (imputed)",N
